baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Oarb_101584_c0_g1	0.393950196003715	1.1312455276859	1.96380048548542	0.576049112955726	0.564581985593762	NA
Oarb_101614_c2_g1	1.01901835807155	-0.372748552660789	1.29226452986659	-0.288446013990085	0.77300534962658	NA
Oarb_101615_c0_g2	8.81991748830666	-0.534960951222306	0.572551005541623	-0.93434636572901	0.350125254511292	0.667121342115431
Oarb_101630_c1_g1	13.2440344487325	0.562998026232819	0.551440686023297	1.0209584466697	0.307274126274082	0.630046458499611
Oarb_101658_c3_g2	1.482705473965	-0.20795726152023	1.75677401276435	-0.118374509190855	0.905770922471527	NA
Oarb_101659_c3_g1	0.938092964626498	-1.28040742806606	1.36616112555145	-0.937230173014347	0.348640172262785	NA
Oarb_101671_c3_g1	2.99644735722478	-0.783006688992122	1.22482929425992	-0.639278218329385	0.522641955711971	NA
Oarb_101684_c2_g1	0.817436745499902	1.94170494853264	1.50858136829045	1.28710654217678	0.198057155493609	NA
Oarb_101738_c4_g2	6.55270214556528	-0.806969293223523	0.645092915107975	-1.25093498056548	0.210958200202614	0.541466149716663
Oarb_101749_c0_g1	0.598520360821683	0.471817613311132	1.69981726808304	0.277569608316324	0.78134276472864	NA
Oarb_101749_c0_g2	4.80184420789918	-0.582470055528187	0.812343959215621	-0.717023926774325	0.473359333222205	0.753698355810113
Oarb_101762_c0_g1	12.0876034730218	-0.477522879752332	0.518818515875298	-0.920404467343853	0.357361435002366	0.672854032627309
Oarb_101763_c0_g1	12.3802395978887	-0.710368723578187	0.454918053992565	-1.56153117543626	0.118398474041748	0.408337386949231
Oarb_101765_c1_g1	0.375785862316168	-1.44343111572775	2.45224308468991	-0.58861665254131	0.556118460442873	NA
Oarb_101770_c0_g1	1.71635466665611	-0.923275669160239	1.08671626677388	-0.849601406907394	0.395546729495142	NA
Oarb_101792_c1_g1	0.504700354684745	2.27665345116571	2.46813093817716	0.922420045043125	0.356309518014254	NA
Oarb_101810_c0_g2	7.28158884693176	-0.613693417221808	0.530906903594093	-1.15593414413577	0.247708095236	0.578220238341113
Oarb_101818_c4_g2	3.74181657217997	1.16501869714563	0.6958824405751	1.67416021617505	0.0940991159487656	NA
Oarb_101833_c0_g1	1.60897232102433	-0.0828687390329872	1.01944465121751	-0.0812881198935307	0.935212821675038	NA
Oarb_101835_c0_g1	1.67715478446203	-0.379561349264724	1.59892410708208	-0.237385469131112	0.812357761556309	NA
Oarb_101870_c0_g1	1.22249398373305	-0.0359679712018487	1.21015594568523	-0.0297217654717075	0.97628895325233	NA
Oarb_101883_c0_g1	1.83762224646604	-0.118117757666194	1.01179656984765	-0.116740618802433	0.907065601175945	NA
Oarb_101892_c0_g3	0.986876227360604	-0.858197921278559	1.37520926429044	-0.624048967355786	0.532595427133252	NA
Oarb_101895_c0_g1	0.973158573186284	0.0547056189588197	1.36849628297727	0.0399749854196194	0.968113069091181	NA
Oarb_101917_c3_g1	0.664581844164535	-0.475880512366345	1.72402303101085	-0.276029092307033	0.78252572150516	NA
Oarb_101938_c0_g2	2.13844167636152	-0.266288614604093	0.872522252333594	-0.305194066846885	0.760218350958603	NA
Oarb_101940_c0_g2	0.487253761455882	0.41611399128978	1.91339387077752	0.217474299277801	0.827838733917932	NA
Oarb_101945_c0_g1	7.08063261785141	-0.59088343058179	0.681779897406024	-0.86667769588093	0.386118629498874	0.694318067181754
Oarb_101955_c0_g2	14.5608951508944	-1.08055577367351	0.548905705868988	-1.96856356587304	0.049003229887215	0.255682127786486
Oarb_101962_c0_g1	0.510194424235556	0.427432304240135	1.67666619033412	0.254929876146044	0.798777260611226	NA
