log2FoldChange,genes
1.09456216230178,Oarb_102307_c0_g1
-1.0434203920735,Oarb_102308_c0_g1
1.55771139036745,Oarb_102317_c0_g2
0.709146012795044,Oarb_102331_c0_g1
-0.733028331168792,Oarb_102335_c0_g1
1.2250993282213,Oarb_102348_c0_g3
-0.920175965236559,Oarb_102370_c0_g1
-0.46103689327291,Oarb_102380_c0_g1
-1.62289860519026,Oarb_102387_c0_g1
3.99936864439576,Oarb_102394_c1_g1
-0.536417434999324,Oarb_102401_c0_g1
1.80108147186507,Oarb_102404_c2_g2
-1.1865538172543,Oarb_102426_c0_g1
-1.41158699671113,Oarb_102432_c0_g1
-0.238694088664891,Oarb_102459_c2_g1
0.444514331311321,Oarb_102475_c0_g1
-0.974684588318135,Oarb_102476_c0_g1
-1.71418322350202,Oarb_102492_c0_g1
0.996166107928732,Oarb_102495_c0_g2
-0.478587874358532,Oarb_102498_c0_g1
1.89262450043344,Oarb_102531_c2_g1
2.67279058970784,Oarb_102538_c0_g5
0.606283922043573,Oarb_102546_c0_g1
0.866436093271912,Oarb_102559_c1_g1
-0.812670918577679,Oarb_102562_c5_g1
-0.260728188450998,Oarb_102569_c0_g1
0.829057119880378,Oarb_102570_c0_g1
1.05482916666165,Oarb_102572_c1_g1
1.36702062567207,Oarb_102578_c6_g1
1.19490792715581,Oarb_102592_c0_g2
1.11818592567447,Oarb_102596_c5_g1
0.610494819621763,Oarb_102597_c2_g3
0.413485707880428,Oarb_102607_c4_g1
-0.669923240838577,Oarb_102610_c5_g1
-2.86556933269587,Oarb_102634_c1_g1
3.00167458419261,Oarb_102648_c3_g2
1.44077403926475,Oarb_102650_c3_g3
1.09983178428905,Oarb_102651_c3_g1
0.294255373789882,Oarb_102651_c3_g2
1.32267387232262,Oarb_102651_c4_g1
0.690544154131938,Oarb_102660_c1_g2
0.787963675166837,Oarb_102665_c1_g1
0.117477411160583,Oarb_102666_c2_g1
0.268143281398999,Oarb_102680_c0_g1
1.47731951134935,Oarb_102680_c1_g3
0.0965606203915934,Oarb_102682_c5_g1
-0.551774504818794,Oarb_102703_c0_g1
-2.85398830124506,Oarb_102714_c0_g1
2.77563028297513,Oarb_102718_c2_g1
2.92289996013594,Oarb_102718_c2_g4
0.632841031414473,Oarb_102720_c1_g1
-1.66870023133407,Oarb_102742_c0_g1
1.31729344252611,Oarb_102749_c3_g1
0.83891300864216,Oarb_102755_c0_g1
-0.13688138742769,Oarb_102756_c3_g4
1.11037681449627,Oarb_102767_c0_g1
-0.755354942029428,Oarb_102785_c8_g1
0.661079334950673,Oarb_102810_c1_g2
1.45570068794261,Oarb_102823_c3_g1
0.885247521879132,Oarb_102827_c0_g1
0.436044858174985,Oarb_102833_c4_g1
-0.4813023158059,Oarb_102846_c0_g1
-0.0161022455661702,Oarb_102850_c0_g1
0.182229147184455,Oarb_102862_c7_g1
1.36792050544859,Oarb_102876_c3_g1
-0.205034094569442,Oarb_102892_c8_g1
0.756666268227823,Oarb_102899_c1_g2
-0.595742895776967,Oarb_102900_c0_g1
1.8559502488662,Oarb_102954_c4_g1
-0.16512610071445,Oarb_102957_c6_g2
0.754456061126265,Oarb_102966_c2_g1
-0.95649424775294,Oarb_102972_c7_g2
-1.70449268336639,Oarb_102977_c0_g1
-0.629491393353611,Oarb_102983_c0_g1
-1.03409672977818,Oarb_102990_c2_g1
-0.120389352206417,Oarb_102995_c0_g1
0.207403918364476,Oarb_103009_c1_g1
-1.50214696517157,Oarb_103010_c1_g1
1.96573267844097,Oarb_103011_c7_g3
-1.05430281169272,Oarb_103012_c4_g1
0.150441251571266,Oarb_103012_c7_g2
0.463998533229822,Oarb_103035_c3_g2
-0.561686040669154,Oarb_103050_c0_g1
-1.13450309806531,Oarb_103055_c2_g1
0.424578394483093,Oarb_103067_c6_g2
0.891919739801351,Oarb_103068_c1_g1
0.610545073029621,Oarb_103074_c1_g2
1.85982676194092,Oarb_103078_c1_g1
-1.82483555390101,Oarb_103082_c1_g1
-1.45547056112741,Oarb_103103_c0_g1
0.12945539678291,Oarb_103103_c0_g2
-0.956642792298737,Oarb_103115_c0_g1
-0.982762852792635,Oarb_103119_c1_g1
-1.83181223292394,Oarb_103122_c1_g2
-0.464932494290374,Oarb_103124_c2_g1
-0.402498893761733,Oarb_103126_c0_g1
-0.43189770175552,Oarb_103145_c1_g1
0.492446092602252,Oarb_103153_c0_g2
1.37554127775069,Oarb_103159_c0_g1
0.673326607300702,Oarb_103166_c2_g1
0.818523715884831,Oarb_103175_c0_g3
-0.48990555867285,Oarb_103179_c4_g1
-2.05444480635909,Oarb_103183_c4_g1
-1.03314388086287,Oarb_103186_c3_g1
-0.132841422739751,Oarb_103203_c2_g2
0.990100006300495,Oarb_103214_c2_g1
-2.45377170046401,Oarb_103218_c1_g1
0.782137475131984,Oarb_103223_c6_g2
-0.931855777981715,Oarb_103237_c2_g1
-0.536807470751776,Oarb_103246_c6_g1
0.160868758017188,Oarb_103247_c3_g1
0.392009718413086,Oarb_103258_c2_g2
0.362087693268359,Oarb_103275_c2_g3
0.0278015340980066,Oarb_103277_c2_g1
3.70028179314062,Oarb_103290_c2_g3
1.33158027927289,Oarb_103298_c0_g1
-1.41159170835538,Oarb_103299_c6_g1
0.193431681895497,Oarb_103317_c1_g1
0.851194872301438,Oarb_103320_c1_g2
0.730341451842069,Oarb_103327_c0_g1
-0.165356396753532,Oarb_103336_c5_g2
-1.52790435041368,Oarb_103347_c6_g3
-0.88153799409685,Oarb_103352_c4_g1
-0.722367439604915,Oarb_103352_c4_g3
1.2794084059522,Oarb_103355_c0_g1
-1.24598489359458,Oarb_103372_c0_g1
-0.301159270351864,Oarb_103373_c0_g1
0.976091593869417,Oarb_103379_c2_g1
-0.380453237335017,Oarb_103388_c6_g1
-2.42552359529231,Oarb_103394_c0_g1
0.286633493821285,Oarb_103397_c4_g1
-0.0569726518774765,Oarb_103419_c7_g1
2.77101904959533,Oarb_103428_c2_g4
1.01495000140336,Oarb_103430_c3_g1
0.744802003899644,Oarb_103456_c0_g1
0.704257314678055,Oarb_103462_c1_g6
-0.47830345018329,Oarb_103463_c6_g1
-1.33385545873022,Oarb_103466_c6_g1
-0.914435073625634,Oarb_103477_c4_g1
-0.221864253763381,Oarb_103477_c4_g2
-0.472482155877055,Oarb_103480_c0_g3
0.430875544985255,Oarb_103485_c5_g1
-0.402351824374082,Oarb_103488_c0_g3
0.111252816780843,Oarb_103492_c1_g1
1.17872647468521,Oarb_103499_c7_g1
0.86587812685712,Oarb_103503_c0_g1
0.843879684192439,Oarb_103505_c1_g1
0.67964809138145,Oarb_103505_c2_g1
0.705081542682331,Oarb_103514_c0_g1
0.461076308063995,Oarb_103516_c6_g1
2.53354796485527,Oarb_103520_c1_g3
12.083497133158,Oarb_103541_c5_g4
-0.724424371777328,Oarb_103551_c0_g1
-0.115920261248544,Oarb_103552_c1_g2
-0.532785040993009,Oarb_103558_c1_g1
-0.0517701788192855,Oarb_103558_c2_g1
0.0628161022940775,Oarb_103563_c7_g2
0.292021129726606,Oarb_103570_c6_g1
0.474168053516223,Oarb_103576_c3_g1
0.587994522737048,Oarb_103579_c0_g2
0.827344119585302,Oarb_103587_c4_g1
-1.69722152755383,Oarb_103597_c3_g1
0.937597253598943,Oarb_103600_c1_g1
0.442040795952143,Oarb_103612_c5_g1
-0.0843463978913302,Oarb_103620_c4_g4
0.0526847823272246,Oarb_103632_c1_g3
-0.916553843165592,Oarb_103633_c1_g1
-0.500738286047989,Oarb_103649_c0_g1
2.13208108141131,Oarb_103658_c0_g1
0.943111384681127,Oarb_103669_c0_g1
0.461875541022842,Oarb_103672_c5_g1
0.887420145056776,Oarb_103679_c7_g2
-1.97472286529355,Oarb_103682_c0_g1
-0.98351314041559,Oarb_103682_c0_g3
-0.18281782369544,Oarb_103684_c0_g1
-2.93802691658225,Oarb_103691_c3_g1
-2.82086940072929,Oarb_103701_c7_g4
1.07731024073891,Oarb_103712_c1_g1
0.124963687650379,Oarb_103713_c1_g1
0.237680466964016,Oarb_103717_c2_g1
0.120163327590546,Oarb_103725_c4_g1
-0.343943531129539,Oarb_103731_c0_g1
0.327023664332506,Oarb_103750_c2_g3
-0.377818109645306,Oarb_103750_c4_g1
-0.427428470222779,Oarb_103759_c1_g1
-0.390699017955746,Oarb_103761_c1_g1
-0.460681613587409,Oarb_103765_c4_g1
-0.4080293323485,Oarb_103770_c0_g1
0.121468159784088,Oarb_103775_c1_g1
-1.28482080335811,Oarb_103775_c1_g2
-1.87023966893582,Oarb_103778_c5_g1
3.54340681106912,Oarb_103779_c1_g3
-0.346922279674163,Oarb_103784_c2_g1
-1.03671696290378,Oarb_103787_c4_g1
0.538167266920486,Oarb_103802_c1_g2
-0.384047900627645,Oarb_103807_c2_g3
0.138840885419256,Oarb_103812_c2_g1
13.1672376763474,Oarb_103814_c4_g3
-0.590727024541582,Oarb_103826_c5_g1
-0.0798658677715104,Oarb_103826_c5_g2
0.998232868352766,Oarb_103830_c4_g1
0.493364491570951,Oarb_103832_c1_g1
1.6125127179292,Oarb_103836_c3_g1
0.950257816693684,Oarb_103847_c0_g1
2.86044300052316,Oarb_103851_c1_g2
-0.944396243006155,Oarb_103852_c1_g1
0.464633315228305,Oarb_103857_c1_g2
0.544135010140864,Oarb_103871_c4_g1
1.13062068477727,Oarb_103878_c0_g1
0.349976773307824,Oarb_103883_c0_g1
2.45571773414953,Oarb_103884_c1_g1
-4.01163187350423,Oarb_103888_c3_g1
-3.12916278574588,Oarb_103892_c4_g1
-0.0240135038884233,Oarb_103894_c1_g2
0.305711428693247,Oarb_103899_c6_g3
-0.557946675603003,Oarb_103900_c1_g1
0.147845830008402,Oarb_103915_c2_g3
1.675665196252,Oarb_103923_c0_g2
1.79742349162741,Oarb_103923_c0_g4
-0.324307896953681,Oarb_103962_c1_g1
-1.03647833631437,Oarb_103969_c3_g1
0.0876201545710755,Oarb_103973_c0_g1
1.23549096922329,Oarb_103980_c1_g1
-0.451769314427157,Oarb_103990_c3_g1
-0.260626100223631,Oarb_103996_c0_g1
0.685329394124356,Oarb_104022_c3_g1
1.06828298144908,Oarb_104034_c0_g1
-0.196098689418136,Oarb_104035_c0_g1
1.2716982399807,Oarb_104046_c3_g1
-0.159106066301592,Oarb_104049_c4_g5
2.40241450164891,Oarb_104051_c2_g2
-1.27798539972917,Oarb_104052_c3_g2
-1.27521833613906,Oarb_104060_c0_g1
-0.339940164726565,Oarb_104060_c0_g3
1.01966978649536,Oarb_104060_c0_g6
-0.374349956218066,Oarb_104085_c1_g1
-4.94298433104088,Oarb_104085_c2_g2
-0.867071145276864,Oarb_104089_c1_g1
-0.712301310674858,Oarb_104091_c6_g1
-0.185651812719993,Oarb_104091_c7_g2
0.312633970090638,Oarb_104094_c0_g1
-2.76446496625585,Oarb_104099_c0_g1
-0.598874260649636,Oarb_104100_c1_g4
-0.334658947846396,Oarb_104110_c0_g1
0.799399857829847,Oarb_104111_c2_g1
-4.07606637259312,Oarb_104126_c0_g1
0.183335823421066,Oarb_104136_c5_g1
-1.46082716054271,Oarb_104152_c0_g1
1.08978715870574,Oarb_104159_c0_g1
-2.01834592718338,Oarb_104169_c0_g1
0.388684785981862,Oarb_104190_c0_g1
-0.264233954658271,Oarb_104196_c0_g1
1.00947001476661,Oarb_104197_c0_g1
-0.264736229198311,Oarb_104213_c5_g1
-0.651557323842371,Oarb_104214_c0_g1
1.71212262274281,Oarb_104216_c0_g1
-0.725137264488583,Oarb_104238_c4_g1
2.25741548535061,Oarb_104241_c2_g1
-0.240323715830124,Oarb_104252_c0_g1
-0.840858785970372,Oarb_104261_c1_g1
0.127998940121344,Oarb_104279_c3_g2
-0.140895211183626,Oarb_104301_c3_g1
0.104339659229963,Oarb_104322_c0_g1
1.15737517353603,Oarb_104323_c3_g1
-0.48344754122403,Oarb_104325_c5_g12
0.0143947814274229,Oarb_104329_c0_g1
-1.41862538128112,Oarb_104330_c8_g2
-0.930445286018351,Oarb_104357_c6_g1
-0.166164565072219,Oarb_104371_c7_g2
-1.74626500040868,Oarb_104376_c0_g1
0.73792286168152,Oarb_104378_c0_g2
1.90013958021123,Oarb_104384_c0_g1
0.623259693355467,Oarb_104385_c3_g1
-0.86545554189274,Oarb_104388_c0_g1
-1.50258897867205,Oarb_104397_c2_g6
1.57187575499974,Oarb_104399_c3_g1
1.92612256743124,Oarb_104403_c3_g1
-0.406203986438535,Oarb_104422_c0_g1
0.761011568625182,Oarb_104422_c0_g2
1.32051246052045,Oarb_104426_c0_g2
0.0938166853187905,Oarb_104453_c1_g1
-1.75410975669233,Oarb_104458_c2_g1
-1.15357585494376,Oarb_104460_c5_g1
1.507407533596,Oarb_104485_c3_g3
0.289793444252493,Oarb_104488_c1_g1
-1.26031631831789,Oarb_104489_c0_g1
-0.131377173161652,Oarb_104491_c2_g1
1.99026734923502,Oarb_104497_c4_g1
-0.0845118558086618,Oarb_104509_c5_g1
-1.38255211535078,Oarb_104516_c0_g1
0.522906014378383,Oarb_104522_c4_g7
1.57986931561402,Oarb_104540_c2_g2
0.582176822481111,Oarb_104545_c2_g1
-0.734803303175341,Oarb_104559_c3_g3
0.810361324015758,Oarb_104569_c5_g1
1.24377479698752,Oarb_104572_c4_g1
0.396190519135465,Oarb_104573_c3_g3
-1.3353793437123,Oarb_104582_c4_g1
-0.383202520146347,Oarb_104587_c0_g1
-0.00106595450733962,Oarb_104609_c1_g1
0.0421533695092265,Oarb_104611_c0_g1
-0.154468900542129,Oarb_104614_c0_g1
-0.455296239800648,Oarb_104618_c1_g3
0.506819082699788,Oarb_104623_c2_g1
-0.591305724653899,Oarb_104643_c6_g2
0.121076392440793,Oarb_104658_c7_g1
0.517468631943241,Oarb_104665_c0_g1
0.842049358188171,Oarb_104698_c4_g1
-1.49612920169596,Oarb_104707_c3_g2
-0.149023134275417,Oarb_104717_c2_g1
-0.271875533500648,Oarb_104719_c5_g1
-0.434318993153264,Oarb_104738_c0_g1
-0.0789797685016776,Oarb_104740_c4_g1
0.37693342083017,Oarb_104753_c0_g1
-0.189930618541456,Oarb_104759_c3_g2
0.445641761603304,Oarb_104768_c3_g3
4.64865929776209,Oarb_104770_c1_g1
0.522148186606876,Oarb_104770_c1_g2
-2.70573361697947,Oarb_104771_c0_g1
0.608662986569634,Oarb_104782_c0_g1
0.209575910411684,Oarb_104798_c1_g1
0.459868233904427,Oarb_104808_c2_g1
-0.623551959750353,Oarb_104817_c1_g1
0.683262145467647,Oarb_104819_c11_g1
4.13344521350492,Oarb_104821_c3_g2
-1.67616810048176,Oarb_104847_c4_g3
-0.839222746129196,Oarb_104860_c2_g1
0.572771834064903,Oarb_104860_c4_g1
-1.13719869020971,Oarb_104877_c0_g1
-0.564348735657262,Oarb_104899_c0_g1
0.425132258486791,Oarb_104917_c1_g1
0.827638553832945,Oarb_104927_c10_g1
-0.738116531194617,Oarb_104935_c0_g1
1.54097096293235,Oarb_104953_c2_g3
0.221251591431682,Oarb_104965_c1_g1
-3.27920373488805,Oarb_104971_c0_g3
-1.02401178212518,Oarb_104974_c3_g1
0.381964980312411,Oarb_105004_c0_g1
-0.43329126069937,Oarb_105005_c0_g1
0.322440789708737,Oarb_105008_c2_g1
1.518818839729,Oarb_105011_c0_g1
-1.33667418587475,Oarb_105025_c8_g1
-1.31349461803742,Oarb_105027_c15_g2
0.990763712714807,Oarb_105044_c1_g3
0.965467714720045,Oarb_105048_c0_g1
-0.229441498372202,Oarb_105061_c3_g1
1.45485886046695,Oarb_105067_c0_g1
-0.618455676361537,Oarb_105074_c4_g1
-0.447200328385798,Oarb_105075_c0_g2
0.414075773391267,Oarb_105082_c1_g2
-0.861218381953938,Oarb_105087_c0_g5
-1.78190587981372,Oarb_105093_c1_g1
-0.392312574220116,Oarb_105093_c1_g2
-2.58532744212288,Oarb_105099_c1_g1
-0.82667309407933,Oarb_105113_c1_g1
-2.98122709263643,Oarb_105126_c0_g1
0.561925592064998,Oarb_105136_c4_g1
-1.32417653765336,Oarb_105145_c4_g2
-1.84836291682536,Oarb_105167_c2_g1
-0.111439865356411,Oarb_105171_c0_g1
-1.96597860618847,Oarb_105172_c2_g1
-0.32518184324022,Oarb_105173_c5_g1
-0.299242152016997,Oarb_105173_c6_g1
-1.37324956406883,Oarb_105174_c3_g1
0.00113082970936606,Oarb_105181_c4_g1
-1.88870413798717,Oarb_105184_c3_g1
-1.09271107129365,Oarb_105199_c1_g1
1.5045109856542,Oarb_105207_c1_g1
-1.49763579394906,Oarb_105213_c2_g2
4.07321491898432,Oarb_105222_c1_g1
1.68618481077711,Oarb_105226_c1_g1
-0.108508858027821,Oarb_105241_c1_g1
-0.963270184368414,Oarb_105241_c1_g3
1.16531790393738,Oarb_105251_c2_g1
-0.932213976192102,Oarb_105269_c1_g1
-1.46226275210888,Oarb_105283_c1_g2
-1.08255411560688,Oarb_105297_c2_g6
-0.225673968260878,Oarb_105309_c4_g1
-4.30136655055117,Oarb_105309_c6_g2
3.14897194520391,Oarb_105314_c1_g2
1.49160083076892,Oarb_105324_c2_g1
0.579966504020267,Oarb_105325_c5_g1
-0.237213226728649,Oarb_105328_c2_g2
-0.0450394234113099,Oarb_105333_c1_g1
0.0227990715762202,Oarb_105337_c3_g1
0.535116193030107,Oarb_105346_c0_g2
0.0935309481034999,Oarb_105347_c2_g3
-0.389443683022753,Oarb_105349_c0_g1
0.258968175842247,Oarb_105362_c3_g1
0.774220625189374,Oarb_105363_c3_g1
-0.897960577369467,Oarb_105364_c0_g1
-1.41083292825262,Oarb_105367_c1_g1
-1.10179325881403,Oarb_105367_c1_g3
-0.883591061711475,Oarb_105372_c2_g1
0.94349461932168,Oarb_105380_c6_g4
-0.656727010710882,Oarb_105388_c2_g2
0.426379661674965,Oarb_105392_c8_g2
0.601555847571115,Oarb_105396_c0_g1
0.157680938893159,Oarb_105402_c8_g1
-2.54530159918298,Oarb_105412_c2_g2
-0.944479685526331,Oarb_105412_c2_g4
0.182113357011255,Oarb_105431_c4_g1
0.429011838622978,Oarb_105434_c0_g1
0.0405792408483712,Oarb_105434_c0_g3
-0.874674498887333,Oarb_105450_c3_g2
0.576316793401648,Oarb_105470_c1_g1
-1.21144319273436,Oarb_105483_c1_g1
-1.0397868163825,Oarb_105486_c1_g2
0.200424365763945,Oarb_105494_c1_g2
-0.0317588307358985,Oarb_105494_c1_g4
0.00165957464315792,Oarb_105499_c0_g1
2.54234735211631,Oarb_105505_c2_g1
0.61780849406072,Oarb_105511_c4_g1
0.378715362252146,Oarb_105513_c2_g1
-0.0847511335494681,Oarb_105515_c3_g3
-1.86387791994099,Oarb_105518_c4_g1
0.19847963736608,Oarb_105525_c4_g1
-1.42031701549065,Oarb_105531_c4_g1
3.05448720450665,Oarb_105531_c4_g5
1.38511712267616,Oarb_105531_c4_g7
0.959505820418308,Oarb_105535_c3_g3
0.127387495447492,Oarb_105546_c3_g1
2.09841289779883,Oarb_105553_c1_g2
-1.05513395365851,Oarb_105570_c1_g1
-0.781528793458133,Oarb_105606_c3_g2
0.37516463946935,Oarb_105612_c3_g1
-0.180742480154406,Oarb_105633_c2_g1
-0.202960138210792,Oarb_105641_c6_g4
0.40679027871593,Oarb_105681_c3_g1
-1.00533116574067,Oarb_105686_c0_g2
2.30038144550278,Oarb_105693_c3_g1
0.838476219031765,Oarb_105703_c6_g1
-2.64741992495097,Oarb_105711_c0_g1
-0.685016480467777,Oarb_105713_c7_g5
0.191145984243382,Oarb_105716_c4_g1
-2.90467667895993,Oarb_105717_c9_g1
-0.547998344432092,Oarb_105720_c4_g1
-0.474095877892854,Oarb_105727_c3_g1
1.25380426885769,Oarb_105739_c3_g5
0.241986506459786,Oarb_105740_c2_g1
0.487020086873992,Oarb_105740_c2_g2
1.57933499383912,Oarb_105741_c1_g1
0.637598620315263,Oarb_105759_c2_g1
-1.67693371371413,Oarb_105769_c2_g3
0.877314492333096,Oarb_105771_c0_g1
-3.28219873130715,Oarb_105799_c1_g2
-1.1222251446821,Oarb_105800_c4_g1
1.12938241602979,Oarb_105835_c2_g1
0.262078530259773,Oarb_105847_c1_g1
